"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","HUR","TOT","PC_LF","M","2006-05",4.1,
"DNK","HUR","TOT","PC_LF","M","2006-06",4,
"DNK","HUR","TOT","PC_LF","M","2006-07",3.8,
"DNK","HUR","TOT","PC_LF","M","2006-08",3.7,
"DNK","HUR","TOT","PC_LF","M","2006-09",3.6,
"DNK","HUR","TOT","PC_LF","M","2006-10",3.5,
"DNK","HUR","TOT","PC_LF","M","2006-11",3.6,
"DNK","HUR","TOT","PC_LF","M","2006-12",3.8,
"DNK","HUR","TOT","PC_LF","M","2007-01",4.1,
"DNK","HUR","TOT","PC_LF","M","2007-02",3.9,
"DNK","HUR","TOT","PC_LF","M","2007-03",3.7,
"DNK","HUR","TOT","PC_LF","M","2007-04",3.5,
"DNK","HUR","TOT","PC_LF","M","2007-05",3.6,
"DNK","HUR","TOT","PC_LF","M","2007-06",3.7,
"DNK","HUR","TOT","PC_LF","M","2007-07",4,
"DNK","HUR","TOT","PC_LF","M","2007-08",4,
"DNK","HUR","TOT","PC_LF","M","2007-09",4.1,
"DNK","HUR","TOT","PC_LF","M","2007-10",3.7,
"DNK","HUR","TOT","PC_LF","M","2007-11",3.6,
"DNK","HUR","TOT","PC_LF","M","2007-12",3.3,
"DNK","HUR","TOT","PC_LF","M","2008-01",3.3,
"DNK","HUR","TOT","PC_LF","M","2008-02",3.1,
"DNK","HUR","TOT","PC_LF","M","2008-03",3.2,
"DNK","HUR","TOT","PC_LF","M","2008-04",3.1,
"DNK","HUR","TOT","PC_LF","M","2008-05",3.1,
"DNK","HUR","TOT","PC_LF","M","2008-06",3.4,
"DNK","HUR","TOT","PC_LF","M","2008-07",3.4,
"DNK","HUR","TOT","PC_LF","M","2008-08",3.5,
"DNK","HUR","TOT","PC_LF","M","2008-09",3.5,
"DNK","HUR","TOT","PC_LF","M","2008-10",3.6,
"DNK","HUR","TOT","PC_LF","M","2008-11",3.9,
"DNK","HUR","TOT","PC_LF","M","2008-12",4.4,
"DNK","HUR","TOT","PC_LF","M","2009-01",4.6,
"DNK","HUR","TOT","PC_LF","M","2009-02",4.9,
"DNK","HUR","TOT","PC_LF","M","2009-03",5.3,
"DNK","HUR","TOT","PC_LF","M","2009-04",5.5,
"DNK","HUR","TOT","PC_LF","M","2009-05",5.9,
"DNK","HUR","TOT","PC_LF","M","2009-06",5.8,
"DNK","HUR","TOT","PC_LF","M","2009-07",5.9,
"DNK","HUR","TOT","PC_LF","M","2009-08",6.2,
"DNK","HUR","TOT","PC_LF","M","2009-09",6.8,
"DNK","HUR","TOT","PC_LF","M","2009-10",7.2,
"DNK","HUR","TOT","PC_LF","M","2009-11",6.9,
"DNK","HUR","TOT","PC_LF","M","2009-12",6.9,
"DNK","HUR","TOT","PC_LF","M","2010-01",7,
"DNK","HUR","TOT","PC_LF","M","2010-02",7.4,
"DNK","HUR","TOT","PC_LF","M","2010-03",7.6,
"DNK","HUR","TOT","PC_LF","M","2010-04",7.6,
"DNK","HUR","TOT","PC_LF","M","2010-05",7.5,
"DNK","HUR","TOT","PC_LF","M","2010-06",7.5,
"DNK","HUR","TOT","PC_LF","M","2010-07",7.4,
"DNK","HUR","TOT","PC_LF","M","2010-08",7.4,
"DNK","HUR","TOT","PC_LF","M","2010-09",7.5,
"DNK","HUR","TOT","PC_LF","M","2010-10",7.6,
"DNK","HUR","TOT","PC_LF","M","2010-11",7.5,
"DNK","HUR","TOT","PC_LF","M","2010-12",7.7,
"DNK","HUR","TOT","PC_LF","M","2011-01",7.6,
"DNK","HUR","TOT","PC_LF","M","2011-02",7.6,
"DNK","HUR","TOT","PC_LF","M","2011-03",7.4,
"DNK","HUR","TOT","PC_LF","M","2011-04",7.4,
"DNK","HUR","TOT","PC_LF","M","2011-05",7.4,
"DNK","HUR","TOT","PC_LF","M","2011-06",7.5,
"DNK","HUR","TOT","PC_LF","M","2011-07",7.6,
"DNK","HUR","TOT","PC_LF","M","2011-08",7.6,
"DNK","HUR","TOT","PC_LF","M","2011-09",7.7,
"DNK","HUR","TOT","PC_LF","M","2011-10",7.7,
"DNK","HUR","TOT","PC_LF","M","2011-11",7.7,
"DNK","HUR","TOT","PC_LF","M","2011-12",7.6,
"DNK","HUR","TOT","PC_LF","M","2012-01",7.5,
"DNK","HUR","TOT","PC_LF","M","2012-02",7.6,
"DNK","HUR","TOT","PC_LF","M","2012-03",7.7,
"DNK","HUR","TOT","PC_LF","M","2012-04",7.8,
"DNK","HUR","TOT","PC_LF","M","2012-05",7.9,
"DNK","HUR","TOT","PC_LF","M","2012-06",7.6,
"DNK","HUR","TOT","PC_LF","M","2012-07",7.5,
"DNK","HUR","TOT","PC_LF","M","2012-08",7.5,
"DNK","HUR","TOT","PC_LF","M","2012-09",7.5,
"DNK","HUR","TOT","PC_LF","M","2012-10",7.4,
"DNK","HUR","TOT","PC_LF","M","2012-11",7.2,
"DNK","HUR","TOT","PC_LF","M","2012-12",7.3,
"DNK","HUR","TOT","PC_LF","M","2013-01",7.3,
"DNK","HUR","TOT","PC_LF","M","2013-02",7.2,
"DNK","HUR","TOT","PC_LF","M","2013-03",7.1,
"DNK","HUR","TOT","PC_LF","M","2013-04",6.9,
"DNK","HUR","TOT","PC_LF","M","2013-05",6.9,
"DNK","HUR","TOT","PC_LF","M","2013-06",6.7,
"DNK","HUR","TOT","PC_LF","M","2013-07",7,
"DNK","HUR","TOT","PC_LF","M","2013-08",7.1,
"DNK","HUR","TOT","PC_LF","M","2013-09",6.9,
"DNK","HUR","TOT","PC_LF","M","2013-10",7,
"DNK","HUR","TOT","PC_LF","M","2013-11",6.8,
"DNK","HUR","TOT","PC_LF","M","2013-12",7.2,
"DNK","HUR","TOT","PC_LF","M","2014-01",6.9,
"DNK","HUR","TOT","PC_LF","M","2014-02",7,
"DNK","HUR","TOT","PC_LF","M","2014-03",6.6,
"DNK","HUR","TOT","PC_LF","M","2014-04",6.3,
"DNK","HUR","TOT","PC_LF","M","2014-05",6.4,
"DNK","HUR","TOT","PC_LF","M","2014-06",6.5,
"DNK","HUR","TOT","PC_LF","M","2014-07",6.5,
"DNK","HUR","TOT","PC_LF","M","2014-08",6.5,
"DNK","HUR","TOT","PC_LF","M","2014-09",6.5,
"DNK","HUR","TOT","PC_LF","M","2014-10",6.5,
"DNK","HUR","TOT","PC_LF","M","2014-11",6.5,
"DNK","HUR","TOT","PC_LF","M","2014-12",6.2,
"DNK","HUR","TOT","PC_LF","M","2015-01",6.1,
"DNK","HUR","TOT","PC_LF","M","2015-02",6.2,
"DNK","HUR","TOT","PC_LF","M","2015-03",6.4,
"DNK","HUR","TOT","PC_LF","M","2015-04",6.3,
"DNK","HUR","TOT","PC_LF","M","2015-05",6.2,
"DNK","HUR","TOT","PC_LF","M","2015-06",6.2,
"DNK","HUR","TOT","PC_LF","M","2015-07",6.2,
"DNK","HUR","TOT","PC_LF","M","2015-08",6.2,
"DNK","HUR","TOT","PC_LF","M","2015-09",6,
"DNK","HUR","TOT","PC_LF","M","2015-10",6,
"DNK","HUR","TOT","PC_LF","M","2015-11",6,
"DNK","HUR","TOT","PC_LF","M","2015-12",6,
"FIN","HUR","TOT","PC_LF","M","1988-01",4.7,
"FIN","HUR","TOT","PC_LF","M","1988-02",4.5,
"FIN","HUR","TOT","PC_LF","M","1988-03",4.4,
"FIN","HUR","TOT","PC_LF","M","1988-04",4.3,
"FIN","HUR","TOT","PC_LF","M","1988-05",4.3,
"FIN","HUR","TOT","PC_LF","M","1988-06",4.2,
"FIN","HUR","TOT","PC_LF","M","1988-07",4.2,
"FIN","HUR","TOT","PC_LF","M","1988-08",4.1,
"FIN","HUR","TOT","PC_LF","M","1988-09",4,
"FIN","HUR","TOT","PC_LF","M","1988-10",3.9,
"FIN","HUR","TOT","PC_LF","M","1988-11",3.8,
"FIN","HUR","TOT","PC_LF","M","1988-12",3.6,
"FIN","HUR","TOT","PC_LF","M","1989-01",3.5,
"FIN","HUR","TOT","PC_LF","M","1989-02",3.3,
"FIN","HUR","TOT","PC_LF","M","1989-03",3.2,
"FIN","HUR","TOT","PC_LF","M","1989-04",3.1,
"FIN","HUR","TOT","PC_LF","M","1989-05",3.1,
"FIN","HUR","TOT","PC_LF","M","1989-06",3.1,
"FIN","HUR","TOT","PC_LF","M","1989-07",3.1,
"FIN","HUR","TOT","PC_LF","M","1989-08",3.1,
"FIN","HUR","TOT","PC_LF","M","1989-09",3,
"FIN","HUR","TOT","PC_LF","M","1989-10",3,
"FIN","HUR","TOT","PC_LF","M","1989-11",3,
"FIN","HUR","TOT","PC_LF","M","1989-12",2.9,
"FIN","HUR","TOT","PC_LF","M","1990-01",2.9,
"FIN","HUR","TOT","PC_LF","M","1990-02",2.9,
"FIN","HUR","TOT","PC_LF","M","1990-03",2.9,
"FIN","HUR","TOT","PC_LF","M","1990-04",2.9,
"FIN","HUR","TOT","PC_LF","M","1990-05",2.9,
"FIN","HUR","TOT","PC_LF","M","1990-06",3,
"FIN","HUR","TOT","PC_LF","M","1990-07",3.1,
"FIN","HUR","TOT","PC_LF","M","1990-08",3.2,
"FIN","HUR","TOT","PC_LF","M","1990-09",3.4,
"FIN","HUR","TOT","PC_LF","M","1990-10",3.6,
"FIN","HUR","TOT","PC_LF","M","1990-11",3.8,
"FIN","HUR","TOT","PC_LF","M","1990-12",4,
"FIN","HUR","TOT","PC_LF","M","1991-01",4.3,
"FIN","HUR","TOT","PC_LF","M","1991-02",4.6,
"FIN","HUR","TOT","PC_LF","M","1991-03",5,
"FIN","HUR","TOT","PC_LF","M","1991-04",5.4,
"FIN","HUR","TOT","PC_LF","M","1991-05",5.8,
"FIN","HUR","TOT","PC_LF","M","1991-06",6.3,
"FIN","HUR","TOT","PC_LF","M","1991-07",6.9,
"FIN","HUR","TOT","PC_LF","M","1991-08",7.4,
"FIN","HUR","TOT","PC_LF","M","1991-09",7.9,
"FIN","HUR","TOT","PC_LF","M","1991-10",8.3,
"FIN","HUR","TOT","PC_LF","M","1991-11",8.7,
"FIN","HUR","TOT","PC_LF","M","1991-12",9.1,
"FIN","HUR","TOT","PC_LF","M","1992-01",9.5,
"FIN","HUR","TOT","PC_LF","M","1992-02",9.9,
"FIN","HUR","TOT","PC_LF","M","1992-03",10.2,
"FIN","HUR","TOT","PC_LF","M","1992-04",10.5,
"FIN","HUR","TOT","PC_LF","M","1992-05",10.9,
"FIN","HUR","TOT","PC_LF","M","1992-06",11.4,
"FIN","HUR","TOT","PC_LF","M","1992-07",11.9,
"FIN","HUR","TOT","PC_LF","M","1992-08",12.3,
"FIN","HUR","TOT","PC_LF","M","1992-09",12.8,
"FIN","HUR","TOT","PC_LF","M","1992-10",13.2,
"FIN","HUR","TOT","PC_LF","M","1992-11",13.6,
"FIN","HUR","TOT","PC_LF","M","1992-12",14,
"FIN","HUR","TOT","PC_LF","M","1993-01",14.5,
"FIN","HUR","TOT","PC_LF","M","1993-02",15,
"FIN","HUR","TOT","PC_LF","M","1993-03",15.4,
"FIN","HUR","TOT","PC_LF","M","1993-04",15.7,
"FIN","HUR","TOT","PC_LF","M","1993-05",16,
"FIN","HUR","TOT","PC_LF","M","1993-06",16.3,
"FIN","HUR","TOT","PC_LF","M","1993-07",16.6,
"FIN","HUR","TOT","PC_LF","M","1993-08",16.9,
"FIN","HUR","TOT","PC_LF","M","1993-09",17.1,
"FIN","HUR","TOT","PC_LF","M","1993-10",17.3,
"FIN","HUR","TOT","PC_LF","M","1993-11",17.5,
"FIN","HUR","TOT","PC_LF","M","1993-12",17.7,
"FIN","HUR","TOT","PC_LF","M","1994-01",17.8,
"FIN","HUR","TOT","PC_LF","M","1994-02",17.1,
"FIN","HUR","TOT","PC_LF","M","1994-03",17.1,
"FIN","HUR","TOT","PC_LF","M","1994-04",17.1,
"FIN","HUR","TOT","PC_LF","M","1994-05",17,
"FIN","HUR","TOT","PC_LF","M","1994-06",16.8,
"FIN","HUR","TOT","PC_LF","M","1994-07",16.5,
"FIN","HUR","TOT","PC_LF","M","1994-08",16.3,
"FIN","HUR","TOT","PC_LF","M","1994-09",16.1,
"FIN","HUR","TOT","PC_LF","M","1994-10",15.9,
"FIN","HUR","TOT","PC_LF","M","1994-11",15.7,
"FIN","HUR","TOT","PC_LF","M","1994-12",15.5,
"FIN","HUR","TOT","PC_LF","M","1995-01",15.4,
"FIN","HUR","TOT","PC_LF","M","1995-02",15.2,
"FIN","HUR","TOT","PC_LF","M","1995-03",15,
"FIN","HUR","TOT","PC_LF","M","1995-04",14.9,
"FIN","HUR","TOT","PC_LF","M","1995-05",14.8,
"FIN","HUR","TOT","PC_LF","M","1995-06",14.8,
"FIN","HUR","TOT","PC_LF","M","1995-07",14.9,
"FIN","HUR","TOT","PC_LF","M","1995-08",15,
"FIN","HUR","TOT","PC_LF","M","1995-09",15,
"FIN","HUR","TOT","PC_LF","M","1995-10",15.1,
"FIN","HUR","TOT","PC_LF","M","1995-11",15.3,
"FIN","HUR","TOT","PC_LF","M","1995-12",15.4,
"FIN","HUR","TOT","PC_LF","M","1996-01",15.4,
"FIN","HUR","TOT","PC_LF","M","1996-02",15.4,
"FIN","HUR","TOT","PC_LF","M","1996-03",14.1,
"FIN","HUR","TOT","PC_LF","M","1996-04",14.2,
"FIN","HUR","TOT","PC_LF","M","1996-05",14.3,
"FIN","HUR","TOT","PC_LF","M","1996-06",14.5,
"FIN","HUR","TOT","PC_LF","M","1996-07",14.6,
"FIN","HUR","TOT","PC_LF","M","1996-08",14.7,
"FIN","HUR","TOT","PC_LF","M","1996-09",14.7,
"FIN","HUR","TOT","PC_LF","M","1996-10",14.6,
"FIN","HUR","TOT","PC_LF","M","1996-11",14.4,
"FIN","HUR","TOT","PC_LF","M","1996-12",13.7,
"FIN","HUR","TOT","PC_LF","M","1997-01",13.6,
"FIN","HUR","TOT","PC_LF","M","1997-02",13.5,
"FIN","HUR","TOT","PC_LF","M","1997-03",13.3,
"FIN","HUR","TOT","PC_LF","M","1997-04",13.2,
"FIN","HUR","TOT","PC_LF","M","1997-05",12.9,
"FIN","HUR","TOT","PC_LF","M","1997-06",12.7,
"FIN","HUR","TOT","PC_LF","M","1997-07",12.5,
"FIN","HUR","TOT","PC_LF","M","1997-08",12.3,
"FIN","HUR","TOT","PC_LF","M","1997-09",12.2,
"FIN","HUR","TOT","PC_LF","M","1997-10",12.1,
"FIN","HUR","TOT","PC_LF","M","1997-11",12,
"FIN","HUR","TOT","PC_LF","M","1997-12",11.9,
"FIN","HUR","TOT","PC_LF","M","1998-01",11.9,
"FIN","HUR","TOT","PC_LF","M","1998-02",11.8,
"FIN","HUR","TOT","PC_LF","M","1998-03",11.8,
"FIN","HUR","TOT","PC_LF","M","1998-04",11.7,
"FIN","HUR","TOT","PC_LF","M","1998-05",11.6,
"FIN","HUR","TOT","PC_LF","M","1998-06",11.5,
"FIN","HUR","TOT","PC_LF","M","1998-07",11.4,
"FIN","HUR","TOT","PC_LF","M","1998-08",11.2,
"FIN","HUR","TOT","PC_LF","M","1998-09",11,
"FIN","HUR","TOT","PC_LF","M","1998-10",10.9,
"FIN","HUR","TOT","PC_LF","M","1998-11",10.8,
"FIN","HUR","TOT","PC_LF","M","1998-12",10.8,
"FIN","HUR","TOT","PC_LF","M","1999-01",10.8,
"FIN","HUR","TOT","PC_LF","M","1999-02",10.7,
"FIN","HUR","TOT","PC_LF","M","1999-03",10.5,
"FIN","HUR","TOT","PC_LF","M","1999-04",10.4,
"FIN","HUR","TOT","PC_LF","M","1999-05",10.3,
"FIN","HUR","TOT","PC_LF","M","1999-06",10.2,
"FIN","HUR","TOT","PC_LF","M","1999-07",10.1,
"FIN","HUR","TOT","PC_LF","M","1999-08",10.1,
"FIN","HUR","TOT","PC_LF","M","1999-09",10.1,
"FIN","HUR","TOT","PC_LF","M","1999-10",10.1,
"FIN","HUR","TOT","PC_LF","M","1999-11",10.1,
"FIN","HUR","TOT","PC_LF","M","1999-12",10.1,
"FIN","HUR","TOT","PC_LF","M","2000-01",10.2,
"FIN","HUR","TOT","PC_LF","M","2000-02",10.2,
"FIN","HUR","TOT","PC_LF","M","2000-03",10.2,
"FIN","HUR","TOT","PC_LF","M","2000-04",10,
"FIN","HUR","TOT","PC_LF","M","2000-05",9.8,
"FIN","HUR","TOT","PC_LF","M","2000-06",9.6,
"FIN","HUR","TOT","PC_LF","M","2000-07",9.6,
"FIN","HUR","TOT","PC_LF","M","2000-08",9.5,
"FIN","HUR","TOT","PC_LF","M","2000-09",9.5,
"FIN","HUR","TOT","PC_LF","M","2000-10",9.5,
"FIN","HUR","TOT","PC_LF","M","2000-11",9.4,
"FIN","HUR","TOT","PC_LF","M","2000-12",9.3,
"FIN","HUR","TOT","PC_LF","M","2001-01",9.2,
"FIN","HUR","TOT","PC_LF","M","2001-02",9.2,
"FIN","HUR","TOT","PC_LF","M","2001-03",9.2,
"FIN","HUR","TOT","PC_LF","M","2001-04",9.2,
"FIN","HUR","TOT","PC_LF","M","2001-05",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-06",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-07",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-08",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-09",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-10",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-11",9.1,
"FIN","HUR","TOT","PC_LF","M","2001-12",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-01",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-02",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-03",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-04",9.2,
"FIN","HUR","TOT","PC_LF","M","2002-05",9.2,
"FIN","HUR","TOT","PC_LF","M","2002-06",9.2,
"FIN","HUR","TOT","PC_LF","M","2002-07",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-08",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-09",9.1,
"FIN","HUR","TOT","PC_LF","M","2002-10",9,
"FIN","HUR","TOT","PC_LF","M","2002-11",9,
"FIN","HUR","TOT","PC_LF","M","2002-12",8.9,
"FIN","HUR","TOT","PC_LF","M","2003-01",8.9,
"FIN","HUR","TOT","PC_LF","M","2003-02",8.9,
"FIN","HUR","TOT","PC_LF","M","2003-03",8.8,
"FIN","HUR","TOT","PC_LF","M","2003-04",8.8,
"FIN","HUR","TOT","PC_LF","M","2003-05",8.9,
"FIN","HUR","TOT","PC_LF","M","2003-06",8.8,
"FIN","HUR","TOT","PC_LF","M","2003-07",8.8,
"FIN","HUR","TOT","PC_LF","M","2003-08",8.8,
"FIN","HUR","TOT","PC_LF","M","2003-09",8.8,
"FIN","HUR","TOT","PC_LF","M","2003-10",8.9,
"FIN","HUR","TOT","PC_LF","M","2003-11",8.9,
"FIN","HUR","TOT","PC_LF","M","2003-12",8.9,
"FIN","HUR","TOT","PC_LF","M","2004-01",9,
"FIN","HUR","TOT","PC_LF","M","2004-02",9,
"FIN","HUR","TOT","PC_LF","M","2004-03",9,
"FIN","HUR","TOT","PC_LF","M","2004-04",9,
"FIN","HUR","TOT","PC_LF","M","2004-05",9,
"FIN","HUR","TOT","PC_LF","M","2004-06",8.9,
"FIN","HUR","TOT","PC_LF","M","2004-07",8.8,
"FIN","HUR","TOT","PC_LF","M","2004-08",8.7,
"FIN","HUR","TOT","PC_LF","M","2004-09",8.6,
"FIN","HUR","TOT","PC_LF","M","2004-10",8.6,
"FIN","HUR","TOT","PC_LF","M","2004-11",8.6,
"FIN","HUR","TOT","PC_LF","M","2004-12",8.7,
"FIN","HUR","TOT","PC_LF","M","2005-01",8.7,
"FIN","HUR","TOT","PC_LF","M","2005-02",8.7,
"FIN","HUR","TOT","PC_LF","M","2005-03",8.5,
"FIN","HUR","TOT","PC_LF","M","2005-04",8.5,
"FIN","HUR","TOT","PC_LF","M","2005-05",8.4,
"FIN","HUR","TOT","PC_LF","M","2005-06",8.3,
"FIN","HUR","TOT","PC_LF","M","2005-07",8.3,
"FIN","HUR","TOT","PC_LF","M","2005-08",8.2,
"FIN","HUR","TOT","PC_LF","M","2005-09",8.1,
"FIN","HUR","TOT","PC_LF","M","2005-10",8.1,
"FIN","HUR","TOT","PC_LF","M","2005-11",8.1,
"FIN","HUR","TOT","PC_LF","M","2005-12",8.1,
"FIN","HUR","TOT","PC_LF","M","2006-01",8,
"FIN","HUR","TOT","PC_LF","M","2006-02",8,
"FIN","HUR","TOT","PC_LF","M","2006-03",7.9,
"FIN","HUR","TOT","PC_LF","M","2006-04",7.9,
"FIN","HUR","TOT","PC_LF","M","2006-05",7.8,
"FIN","HUR","TOT","PC_LF","M","2006-06",7.8,
"FIN","HUR","TOT","PC_LF","M","2006-07",7.7,
"FIN","HUR","TOT","PC_LF","M","2006-08",7.7,
"FIN","HUR","TOT","PC_LF","M","2006-09",7.6,
"FIN","HUR","TOT","PC_LF","M","2006-10",7.5,
"FIN","HUR","TOT","PC_LF","M","2006-11",7.4,
"FIN","HUR","TOT","PC_LF","M","2006-12",7.3,
"FIN","HUR","TOT","PC_LF","M","2007-01",7.2,
"FIN","HUR","TOT","PC_LF","M","2007-02",7.1,
"FIN","HUR","TOT","PC_LF","M","2007-03",7,
"FIN","HUR","TOT","PC_LF","M","2007-04",6.9,
"FIN","HUR","TOT","PC_LF","M","2007-05",6.9,
"FIN","HUR","TOT","PC_LF","M","2007-06",6.9,
"FIN","HUR","TOT","PC_LF","M","2007-07",6.9,
"FIN","HUR","TOT","PC_LF","M","2007-08",6.9,
"FIN","HUR","TOT","PC_LF","M","2007-09",6.9,
"FIN","HUR","TOT","PC_LF","M","2007-10",6.8,
"FIN","HUR","TOT","PC_LF","M","2007-11",6.6,
"FIN","HUR","TOT","PC_LF","M","2007-12",6.5,
"FIN","HUR","TOT","PC_LF","M","2008-01",6.4,
"FIN","HUR","TOT","PC_LF","M","2008-02",6.3,
"FIN","HUR","TOT","PC_LF","M","2008-03",6.2,
"FIN","HUR","TOT","PC_LF","M","2008-04",6.2,
"FIN","HUR","TOT","PC_LF","M","2008-05",6.3,
"FIN","HUR","TOT","PC_LF","M","2008-06",6.3,
"FIN","HUR","TOT","PC_LF","M","2008-07",6.4,
"FIN","HUR","TOT","PC_LF","M","2008-08",6.5,
"FIN","HUR","TOT","PC_LF","M","2008-09",6.5,
"FIN","HUR","TOT","PC_LF","M","2008-10",6.6,
"FIN","HUR","TOT","PC_LF","M","2008-11",6.7,
"FIN","HUR","TOT","PC_LF","M","2008-12",6.8,
"FIN","HUR","TOT","PC_LF","M","2009-01",6.9,
"FIN","HUR","TOT","PC_LF","M","2009-02",7.3,
"FIN","HUR","TOT","PC_LF","M","2009-03",7.6,
"FIN","HUR","TOT","PC_LF","M","2009-04",7.9,
"FIN","HUR","TOT","PC_LF","M","2009-05",8.1,
"FIN","HUR","TOT","PC_LF","M","2009-06",8.3,
"FIN","HUR","TOT","PC_LF","M","2009-07",8.3,
"FIN","HUR","TOT","PC_LF","M","2009-08",8.4,
"FIN","HUR","TOT","PC_LF","M","2009-09",8.4,
"FIN","HUR","TOT","PC_LF","M","2009-10",8.5,
"FIN","HUR","TOT","PC_LF","M","2009-11",8.6,
"FIN","HUR","TOT","PC_LF","M","2009-12",8.7,
"FIN","HUR","TOT","PC_LF","M","2010-01",8.7,
"FIN","HUR","TOT","PC_LF","M","2010-02",8.7,
"FIN","HUR","TOT","PC_LF","M","2010-03",8.6,
"FIN","HUR","TOT","PC_LF","M","2010-04",8.5,
"FIN","HUR","TOT","PC_LF","M","2010-05",8.5,
"FIN","HUR","TOT","PC_LF","M","2010-06",8.4,
"FIN","HUR","TOT","PC_LF","M","2010-07",8.4,
"FIN","HUR","TOT","PC_LF","M","2010-08",8.3,
"FIN","HUR","TOT","PC_LF","M","2010-09",8.2,
"FIN","HUR","TOT","PC_LF","M","2010-10",8.1,
"FIN","HUR","TOT","PC_LF","M","2010-11",8,
"FIN","HUR","TOT","PC_LF","M","2010-12",8,
"FIN","HUR","TOT","PC_LF","M","2011-01",8,
"FIN","HUR","TOT","PC_LF","M","2011-02",8,
"FIN","HUR","TOT","PC_LF","M","2011-03",8,
"FIN","HUR","TOT","PC_LF","M","2011-04",7.9,
"FIN","HUR","TOT","PC_LF","M","2011-05",7.8,
"FIN","HUR","TOT","PC_LF","M","2011-06",7.8,
"FIN","HUR","TOT","PC_LF","M","2011-07",7.8,
"FIN","HUR","TOT","PC_LF","M","2011-08",7.7,
"FIN","HUR","TOT","PC_LF","M","2011-09",7.7,
"FIN","HUR","TOT","PC_LF","M","2011-10",7.6,
"FIN","HUR","TOT","PC_LF","M","2011-11",7.6,
"FIN","HUR","TOT","PC_LF","M","2011-12",7.5,
"FIN","HUR","TOT","PC_LF","M","2012-01",7.5,
"FIN","HUR","TOT","PC_LF","M","2012-02",7.5,
"FIN","HUR","TOT","PC_LF","M","2012-03",7.5,
"FIN","HUR","TOT","PC_LF","M","2012-04",7.6,
"FIN","HUR","TOT","PC_LF","M","2012-05",7.7,
"FIN","HUR","TOT","PC_LF","M","2012-06",7.8,
"FIN","HUR","TOT","PC_LF","M","2012-07",7.8,
"FIN","HUR","TOT","PC_LF","M","2012-08",7.9,
"FIN","HUR","TOT","PC_LF","M","2012-09",7.8,
"FIN","HUR","TOT","PC_LF","M","2012-10",7.8,
"FIN","HUR","TOT","PC_LF","M","2012-11",7.9,
"FIN","HUR","TOT","PC_LF","M","2012-12",7.9,
"FIN","HUR","TOT","PC_LF","M","2013-01",8,
"FIN","HUR","TOT","PC_LF","M","2013-02",8.1,
"FIN","HUR","TOT","PC_LF","M","2013-03",8.1,
"FIN","HUR","TOT","PC_LF","M","2013-04",8.1,
"FIN","HUR","TOT","PC_LF","M","2013-05",8.1,
"FIN","HUR","TOT","PC_LF","M","2013-06",8,
"FIN","HUR","TOT","PC_LF","M","2013-07",8,
"FIN","HUR","TOT","PC_LF","M","2013-08",8.1,
"FIN","HUR","TOT","PC_LF","M","2013-09",8.2,
"FIN","HUR","TOT","PC_LF","M","2013-10",8.3,
"FIN","HUR","TOT","PC_LF","M","2013-11",8.3,
"FIN","HUR","TOT","PC_LF","M","2013-12",8.4,
"FIN","HUR","TOT","PC_LF","M","2014-01",8.4,
"FIN","HUR","TOT","PC_LF","M","2014-02",8.4,
"FIN","HUR","TOT","PC_LF","M","2014-03",8.4,
"FIN","HUR","TOT","PC_LF","M","2014-04",8.5,
"FIN","HUR","TOT","PC_LF","M","2014-05",8.6,
"FIN","HUR","TOT","PC_LF","M","2014-06",8.6,
"FIN","HUR","TOT","PC_LF","M","2014-07",8.6,
"FIN","HUR","TOT","PC_LF","M","2014-08",8.8,
"FIN","HUR","TOT","PC_LF","M","2014-09",8.9,
"FIN","HUR","TOT","PC_LF","M","2014-10",9,
"FIN","HUR","TOT","PC_LF","M","2014-11",9,
"FIN","HUR","TOT","PC_LF","M","2014-12",9,
"FIN","HUR","TOT","PC_LF","M","2015-01",9.1,
"FIN","HUR","TOT","PC_LF","M","2015-02",9.2,
"FIN","HUR","TOT","PC_LF","M","2015-03",9.3,
"FIN","HUR","TOT","PC_LF","M","2015-04",9.3,
"FIN","HUR","TOT","PC_LF","M","2015-05",9.4,
"FIN","HUR","TOT","PC_LF","M","2015-06",9.4,
"FIN","HUR","TOT","PC_LF","M","2015-07",9.5,
"FIN","HUR","TOT","PC_LF","M","2015-08",9.4,
"FIN","HUR","TOT","PC_LF","M","2015-09",9.4,
"FIN","HUR","TOT","PC_LF","M","2015-10",9.4,
"FIN","HUR","TOT","PC_LF","M","2015-11",9.5,
"FIN","HUR","TOT","PC_LF","M","2015-12",9.5,
"FRA","HUR","TOT","PC_LF","M","1983-01",8.3,
